sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,url_key,meta_title,meta_keywords,base_image,small_image,thumbnail_image,display_product_options_in,gift_message_available,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
Product-42,Default,simple,Tech Affair/Gadgets,base,Product 42,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 42,product 42,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-43,Default,simple,Tech Affair/Gadgets,base,Product 43,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 43,product 43,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-44,Default,simple,Tech Affair/Gadgets,base,Product 44,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 44,product 44,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-45,Default,simple,Tech Affair/Gadgets,base,Product 45,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 45,product 45,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-46,Default,simple,Tech Affair/Gadgets,base,Product 46,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 46,product 46,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-47,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 47,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 47,product 47,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-48,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 48,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 48,product 48,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-49,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,Product 49,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 49,product 49,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-50,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 50,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 50,product 50,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-51,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 51,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 51,product 51,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-52,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 52,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 52,product 52,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-53,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 53,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 53,product 53,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-54,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 54,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 54,product 54,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-55,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 55,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 55,product 55,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-56,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 56,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 56,product 56,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-57,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 57,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 57,product 57,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-58,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 58,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 58,product 58,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-59,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 59,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 59,product 59,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-60,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 60,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 60,product 60,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-61,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 61,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 61,product 61,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=XXL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-62,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 62,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 62,product 62,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-63,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 63,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 63,product 63,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-64,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,Product 64,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 64,product 64,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-65,Default,simple,Tech Affair/Sale,base,Product 65,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 65,product 65,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-66,Default,simple,Tech Affair/Sale,base,Product 66,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 66,product 66,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-67,Default,simple,Tech Affair/Sale,base,Product 67,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 67,product 67,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=S",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-68,Default,simple,Tech Affair/Sale,base,Product 68,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 68,product 68,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-69,Default,simple,Tech Affair/Sale,base,Product 69,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 69,product 69,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-70,Default,simple,Tech Affair/Sale,base,Product 70,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 70,product 70,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-71,Default,simple,Tech Affair/Sale,base,Product 71,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 71,product 71,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-72,Default,simple,Tech Affair/Sale,base,Product 72,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 72,product 72,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-73,Default,simple,Tech Affair/Sale,base,Product 73,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 73,product 73,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=M",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-74,Default,simple,Tech Affair/Sale,base,Product 74,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 74,product 74,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-75,Default,simple,Tech Affair/Sale,base,Product 75,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 75,product 75,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-76,Default,simple,Tech Affair/Sale,base,Product 76,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 76,product 76,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-77,Default,simple,Tech Affair/Sale,base,Product 77,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 77,product 77,p4.jpg,p4.jpg,p4.jpg,Block after Info Column,No,"color=Pink,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-78,Default,simple,Tech Affair/Sale,base,Product 78,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 78,product 78,p5.jpg,p5.jpg,p5.jpg,Block after Info Column,No,"color=Yellow,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-79,Default,simple,Tech Affair/Sale,base,Product 79,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 79,product 79,p6.jpg,p6.jpg,p6.jpg,Block after Info Column,No,"color=White,hover_image=no_selection,is_recurring=Yes,size=L",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-80,Default,simple,Tech Affair/Sale,base,Product 80,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 80,product 80,p1.jpg,p1.jpg,p1.jpg,Block after Info Column,No,"color=Black,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-81,Default,simple,Tech Affair/Sale,base,Product 81,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 81,product 81,p2.jpg,p2.jpg,p2.jpg,Block after Info Column,No,"color=Blue,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
Product-82,Default,simple,Tech Affair/Sale,base,Product 82,"This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.","This is where you can write a description of your product, and include any other information you would like your customer to know. Did you know you can also offer digital downloads using this shopping cart feature? Pretty cool! All products seen in this demo can be purchased at Tech-Affair.",1,1,Taxable Goods,"Catalog, Search",10,,product 82,product 82,p3.jpg,p3.jpg,p3.jpg,Block after Info Column,No,"color=Red,hover_image=no_selection,is_recurring=Yes,size=XL",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0
