sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
Military Shirt In Black Viscose In Regular Fit,,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,product51,,,,,,,510,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Heart & Dagger Slim Shirt In Check With Cut Away Collar,Heart & Dagger Skinny Grandad Shirt In Chambray,Farah Oxford Shirt In Slim Fit Light Grey,Esprit Stretch Fit Shirt","0,0,0,0","Heart & Dagger Slim Shirt In Check With Cut Away Collar,Heart & Dagger Skinny Grandad Shirt In Chambray,Farah Oxford Shirt In Slim Fit Light Grey,Esprit Stretch Fit Shirt","0,0,0,0","Heart & Dagger Slim Shirt In Check With Cut Away Collar,Heart & Dagger Skinny Grandad Shirt In Chambray,Farah Oxford Shirt In Slim Fit Light Grey,Esprit Stretch Fit Shirt","0,0,0,0",/m/i/military_shirt_in_black_viscose_in_regular_fit.jpg,,,,,,,,,,,,
knife-2,,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,product52,,,,,,,520,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,1,1,1,0,0,0,"shoe,boot,watch-2,ear-phone","1,2,3,4","shoe,boot,watch-2,ear-phone","1,2,3,4","shoe,boot,watch-2,ear-phone","1,2,3,4",/p/2/p2_4.jpg,,,,,,,,,,,,
Heart & Dagger Skinny Grandad Shirt In Chambray,,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,product53,,,,,,,530,,,,,,,,p5.jpg,,p5.jpg,,p5.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,1,1,1,0,0,0,"Esprit Stretch Fit Shirt,Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Esprit Stretch Fit Shirt,Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Esprit Stretch Fit Shirt,Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4",/h/e/heart___dagger_skinny_grandad_shirt_in_chambray.jpg,,,,,,,,,,,,
Farah Oxford Shirt In Slim Fit Light Grey,,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,product54,,,,,,,540,,,,,,,,p6.jpg,,p6.jpg,,p6.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,1,1,1,0,0,0,"Esprit Stretch Fit Shirt,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Esprit Stretch Fit Shirt,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Esprit Stretch Fit Shirt,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4",/f/a/farah_oxford_shirt_in_slim_fit_light_grey.jpg,,,,,,,,,,,,
Esprit Stretch Fit Shirt,,Default,simple,"Tech Affair/New,Tech Affair/Home & Office",base,product55,,,,,,,550,,,,,,,,p1.jpg,,p1.jpg,,p1.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,1,1,1,0,0,0,"Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4","Farah Oxford Shirt In Slim Fit Light Grey,Heart & Dagger Skinny Grandad Shirt In Chambray,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Military Shirt In Black Viscose In Regular Fit","1,2,3,4",/e/s/esprit_stretch_fit_shirt.jpg,,,,,,,,,,,,
Noose & Monkey Melton Bow Tie Made in Italy,,Default,simple,"Tech Affair/Bow ties,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/LAVITATING PLANTER,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA,Tech Affair/Bow ties/PEPPER SPRAY GUN,Tech Affair/Bow ties/Ride On,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 1,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 2,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 3,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 1,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 2,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 3,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 1,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 2,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 3,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 1,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 2,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 3,Tech Affair/Bow ties/Ride On/Subcategory 1,Tech Affair/Bow ties/Ride On/Subcategory 2,Tech Affair/Bow ties/Ride On/Subcategory 3",base,product56,,,,,,,560,,,,,,,,p2.jpg,,p2.jpg,,p2.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0",/n/o/noose___monkey_melton_bow_tie_made_in_italy.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie,,Default,simple,"Tech Affair/Bow ties,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/LAVITATING PLANTER,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA,Tech Affair/Bow ties/PEPPER SPRAY GUN,Tech Affair/Bow ties/Ride On,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 1,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 2,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 3,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 1,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 2,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 3,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 1,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 2,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 3,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 1,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 2,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 3,Tech Affair/Bow ties/Ride On/Subcategory 1,Tech Affair/Bow ties/Ride On/Subcategory 2,Tech Affair/Bow ties/Ride On/Subcategory 3",base,product57,,,,,,,570,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0",/n/o/noose___monkey_bow_tie.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie Wool,,Default,simple,"Tech Affair/Bow ties,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/LAVITATING PLANTER,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA,Tech Affair/Bow ties/PEPPER SPRAY GUN,Tech Affair/Bow ties/Ride On,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 1,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 2,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 3,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 1,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 2,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 3,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 1,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 2,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 3,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 1,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 2,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 3,Tech Affair/Bow ties/Ride On/Subcategory 1,Tech Affair/Bow ties/Ride On/Subcategory 2,Tech Affair/Bow ties/Ride On/Subcategory 3",base,product58,,,,,,,580,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool Grey,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0",/n/o/noose___monkey_bow_tie_wool.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie Wool Grey,,Default,simple,"Tech Affair/Bow ties,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/LAVITATING PLANTER,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA,Tech Affair/Bow ties/PEPPER SPRAY GUN,Tech Affair/Bow ties/Ride On,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 1,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 2,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 3,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 1,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 2,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 3,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 1,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 2,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 3,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 1,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 2,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 3,Tech Affair/Bow ties/Ride On/Subcategory 1,Tech Affair/Bow ties/Ride On/Subcategory 2,Tech Affair/Bow ties/Ride On/Subcategory 3",base,product59,,,,,,,590,,,,,,,,p5.jpg,,p5.jpg,,p5.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie with Metal Tipping,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0",/n/o/noose___monkey_bow_tie_wool_grey.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie with Metal Tipping,,Default,simple,"Tech Affair/Bow ties,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/LAVITATING PLANTER,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA,Tech Affair/Bow ties/PEPPER SPRAY GUN,Tech Affair/Bow ties/Ride On,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 1,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 2,Tech Affair/Bow ties/COVERPLATE USB CHARGER/Subcategory 3,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 1,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 2,Tech Affair/Bow ties/LAVITATING PLANTER/Subcategory 3,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 1,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 2,Tech Affair/Bow ties/DOORBELL WIRELESS CAMERA/Subcategory 3,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 1,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 2,Tech Affair/Bow ties/PEPPER SPRAY GUN/Subcategory 3,Tech Affair/Bow ties/Ride On/Subcategory 1,Tech Affair/Bow ties/Ride On/Subcategory 2,Tech Affair/Bow ties/Ride On/Subcategory 3",base,product60,,,,,,,600,,,,,,,,p6.jpg,,p6.jpg,,p6.jpg,,,,,,,,,,,,,,,,,,,,,,9,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,"Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie Wool Grey,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie Wool Grey,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0","Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie Wool Grey,Knitted Bow Tie In Burgundy Marl,Jack & Jones Bow Tie Knitted","0,0,0,0",/n/o/noose___monkey_bow_tie_with_metal_tipping.jpg,,,,,,,,,,,,
ear-phone,,Default,simple,"Tech Affair/Gadgets,Tech Affair/Outdoor",base,product61,,,,,,,610,,,,,,,,p1.jpg,,p1.jpg,,p1.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,1,1,1,0,0,0,"shoe,boot,watch-2,knife-2","1,2,3,4","shoe,boot,watch-2,knife-2","1,2,3,4","shoe,boot,watch-2,knife-2","1,2,3,4",/1/3/133.jpg,,,,,,,,,,,,
Skinny Suit Jacket Burgundy XL,,Default,simple,Tech Affair/Sale,base,product62,,,,,,,620,,,,,,,,p2.jpg,,p2.jpg,,p2.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Deep Blue XL,,Default,simple,Tech Affair/Sale,base,product63,,,,,,,630,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,96,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Deep Blue XXL,,Default,simple,Tech Affair/Sale,base,product64,,,,,,,640,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Blue L,,Default,simple,Tech Affair/Sale,base,product65,,,,,,,650,,,,,,,,p5.jpg,,p5.jpg,,p5.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Blue M,,Default,simple,Tech Affair/Sale,base,product66,,,,,,,660,,,,,,,,p6.jpg,,p6.jpg,,p6.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Blue S,,Default,simple,Tech Affair/Sale,base,product67,,,,,,,670,,,,,,,,p1.jpg,,p1.jpg,,p1.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Blue XL,,Default,simple,Tech Affair/Sale,base,product68,,,,,,,680,,,,,,,,p2.jpg,,p2.jpg,,p2.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Blue XXL,,Default,simple,Tech Affair/Sale,base,product69,,,,,,,690,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,/s/k/skinny_suit_jacket_in_blue.jpg,,,,,,,,,,,,
Skinny Suit Jacket Burgundy L,,Default,simple,Tech Affair/Sale,base,product70,,,,,,,700,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Burgundy M,,Default,simple,Tech Affair/Sale,base,product71,,,,,,,710,,,,,,,,p5.jpg,,p5.jpg,,p5.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Skinny Suit Jacket Burgundy S,,Default,simple,Tech Affair/Sale,base,product72,,,,,,,720,,,,,,,,p6.jpg,,p6.jpg,,p6.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,/s/k/skinny_suit_jacket_in_burgundy.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie Deep Blue S,,Default,simple,Tech Affair/Sale,base,product73,,,,,,,730,,,,,,,,p1.jpg,,p1.jpg,,p1.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,/n/o/noose___monkey_bow_tie_deep_blue.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie Deep Blue M,,Default,simple,Tech Affair/Sale,base,product74,,,,,,,740,,,,,,,,p2.jpg,,p2.jpg,,p2.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Deep Blue L,,Default,simple,Tech Affair/Sale,base,product75,,,,,,,750,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Blue L,,Default,simple,Tech Affair/Sale,base,product76,,,,,,,760,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Blue M,,Default,simple,Tech Affair/Sale,base,product77,,,,,,,770,,,,,,,,p5.jpg,,p5.jpg,,p5.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Blue S,,Default,simple,Tech Affair/Sale,base,product78,,,,,,,780,,,,,,,,p6.jpg,,p6.jpg,,p6.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,/n/o/noose___monkey_bow_tie_blue.jpg,,,,,,,,,,,,
Noose & Monkey Bow Tie Blue XL,,Default,simple,Tech Affair/Sale,base,product79,,,,,,,790,,,,,,,,p1.jpg,,p1.jpg,,p1.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose & Monkey Bow Tie Blue XXL,,Default,simple,Tech Affair/Sale,base,product80,,,,,,,800,,,,,,,,p2.jpg,,p2.jpg,,p2.jpg,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
Noose_&_Monkey_Bow_Tie,,Default,configurable,"Tech Affair/Sale,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/COVERPLATE USB CHARGER/subcategory 4",base,product81,,,,,,,810,,,,,,,,p3.jpg,,p3.jpg,,p3.jpg,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,"Noose & Monkey Melton Bow Tie Made in Italy,Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie with Metal Tipping,Jack & Jones Bow Tie Knitted","0,0,0,0","Military Shirt In Black Viscose In Regular Fit,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Heart & Dagger Skinny Grandad Shirt In Chambray,Farah Oxford Shirt In Slim Fit Light Grey","0,0,0,0","Esprit Stretch Fit Shirt,Noose & Monkey Bow Tie,Noose & Monkey Bow Tie Wool Grey,Knitted Bow Tie In Burgundy Marl","0,0,0,0","/n/o/noose_monkey_bow_tie_deep_blue.jpg,/n/o/noose_monkey_bow_tie_blue.jpg",",",,,,,,,,,"sku=Noose & Monkey Bow Tie Blue L,size=L|sku=Noose & Monkey Bow Tie Blue M,size=M|sku=Noose & Monkey Bow Tie Blue S,size=S|sku=Noose & Monkey Bow Tie Blue XL,size=XL|sku=Noose & Monkey Bow Tie Blue XXL,size=XXL|sku=Noose & Monkey Bow Tie Deep Blue L,size=L|sku=Noose & Monkey Bow Tie Deep Blue M,size=M|sku=Noose & Monkey Bow Tie Deep Blue S,size=S|sku=Noose & Monkey Bow Tie Deep Blue XL,size=XL|sku=Noose & Monkey Bow Tie Deep Blue XXL,size=XXL",,
Skinny Suit Jacket,,Default,configurable,"Tech Affair/Sale,Tech Affair/Bow ties/COVERPLATE USB CHARGER,Tech Affair/Bow ties/COVERPLATE USB CHARGER/subcategory 4",base,product82,,,,,,,820,,,,,,,,p4.jpg,,p4.jpg,,p4.jpg,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,"Noose & Monkey Melton Bow Tie Made in Italy,Noose & Monkey Bow Tie Wool,Noose & Monkey Bow Tie with Metal Tipping,Jack & Jones Bow Tie Knitted","0,0,0,0","Military Shirt In Black Viscose In Regular Fit,Heart & Dagger Slim Shirt In Check With Cut Away Collar,Heart & Dagger Skinny Grandad Shirt In Chambray,Farah Oxford Shirt In Slim Fit Light Grey","0,0,0,0","Esprit Stretch Fit Shirt,Noose & Monkey Bow Tie,Noose & Monkey Bow Tie Wool Grey,Knitted Bow Tie In Burgundy Marl","0,0,0,0","/s/k/skinny_suit_jacket_in_blue_1.jpg,/s/k/skinny_suit_jacket_in_burgundy_1.jpg",",",,,,,,,,,"sku=Skinny Suit Jacket Blue L,size=L|sku=Skinny Suit Jacket Blue M,size=M|sku=Skinny Suit Jacket Blue S,size=S|sku=Skinny Suit Jacket Blue XL,size=XL|sku=Skinny Suit Jacket Blue XXL,size=XXL|sku=Skinny Suit Jacket Burgundy L,size=L|sku=Skinny Suit Jacket Burgundy M,size=M|sku=Skinny Suit Jacket Burgundy S,size=S|sku=Skinny Suit Jacket Burgundy XL,size=XL|sku=Skinny Suit Jacket Burgundy XXL,size=XXL",,
